,Tweet,created_at,FC,RT,hashtags_text,user_mentions,urls,hour
2507,@MaricTheiriin @ContraGodarria Ralito Music. Directed by el Patrón.,2018-10-26 02:28:30,2,2,0.0,"[{'screen_name': 'MaricTheiriin', 'name': 'Maric', 'id': 204930889, 'id_str': '204930889', 'indices': [0, 14]}, {'screen_name': 'ContraGodarria', 'name': 'Javier Ruiz Agudelo 🐝🥑⛰️', 'id': 348218292, 'id_str': '348218292', 'indices': [15, 30]}]",[],2.0
2508,@ContraGodarria La portada a lo Codiscos con Natica Bedoya. ¿O Mafe Cabal? ¿O Paloma?   @Marianiniecheve… https://t.co/VowPp9ngZ4,2018-10-26 02:27:25,6,1,0.0,"[{'screen_name': 'ContraGodarria', 'name': 'Javier Ruiz Agudelo 🐝🥑⛰️', 'id': 348218292, 'id_str': '348218292', 'indices': [0, 15]}, {'screen_name': 'Marianiniecheve', 'name': 'María Niny Echeverry 🐝', 'id': 148996782, 'id_str': '148996782', 'indices': [88, 104]}]","[{'url': 'https://t.co/VowPp9ngZ4', 'expanded_url': 'https://twitter.com/i/web/status/1055647053504827392', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]",2.0
2509,@mariapaz899 @LeilaChujfi Es que en el Centro Democrático hasta el perro de la casa debe ser un psicópata de cabo a… https://t.co/NmdCnI0Hhs,2018-10-26 02:24:13,11,6,0.0,"[{'screen_name': 'mariapaz899', 'name': 'Maria Paz 🥑 🐝', 'id': 874619882540859393, 'id_str': '874619882540859393', 'indices': [0, 12]}, {'screen_name': 'LeilaChujfi', 'name': '🐝🐝🐝Leila C. Chujfi🐝🐝🐝🐝', 'id': 64416238, 'id_str': '64416238', 'indices': [13, 25]}]","[{'url': 'https://t.co/NmdCnI0Hhs', 'expanded_url': 'https://twitter.com/i/web/status/1055646249519644678', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",2.0
2510,@ContraGodarria Abelardo de la Espriella Feat. Poncho Zuleta. https://t.co/OEVdCCycdd @Marianiniecheve @LeilaChujfi… https://t.co/EzigwLACKT,2018-10-26 02:21:49,1,4,0.0,"[{'screen_name': 'ContraGodarria', 'name': 'Javier Ruiz Agudelo 🐝🥑⛰️', 'id': 348218292, 'id_str': '348218292', 'indices': [0, 15]}, {'screen_name': 'Marianiniecheve', 'name': 'María Niny Echeverry 🐝', 'id': 148996782, 'id_str': '148996782', 'indices': [86, 102]}, {'screen_name': 'LeilaChujfi', 'name': '🐝🐝🐝Leila C. Chujfi🐝🐝🐝🐝', 'id': 64416238, 'id_str': '64416238', 'indices': [103, 115]}]","[{'url': 'https://t.co/OEVdCCycdd', 'expanded_url': 'https://www.youtube.com/watch?v=O0o_B9X0gZo', 'display_url': 'youtube.com/watch?v=O0o_B9…', 'indices': [62, 85]}, {'url': 'https://t.co/EzigwLACKT', 'expanded_url': 'https://twitter.com/i/web/status/1055645644323479553', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",2.0
2511,@JNeiraN @LeilaChujfi @Marianiniecheve @LeilaChujfi @merv59 @byronaedo @LuisEdu620829,2018-10-26 02:19:44,1,1,0.0,"[{'screen_name': 'JNeiraN', 'name': 'JAIME NEIRA NEIRA', 'id': 75925291, 'id_str': '75925291', 'indices': [0, 8]}, {'screen_name': 'LeilaChujfi', 'name': '🐝🐝🐝Leila C. Chujfi🐝🐝🐝🐝', 'id': 64416238, 'id_str': '64416238', 'indices': [9, 21]}, {'screen_name': 'Marianiniecheve', 'name': 'María Niny Echeverry 🐝', 'id': 148996782, 'id_str': '148996782', 'indices': [22, 38]}, {'screen_name': 'LeilaChujfi', 'name': '🐝🐝🐝Leila C. Chujfi🐝🐝🐝🐝', 'id': 64416238, 'id_str': '64416238', 'indices': [39, 51]}, {'screen_name': 'merv59', 'name': 'Martha Elena Rangel', 'id': 2881162246, 'id_str': '2881162246', 'indices': [52, 59]}, {'screen_name': 'byronaedo', 'name': 'byron marulanda', 'id': 1202671862, 'id_str': '1202671862', 'indices': [60, 70]}, {'screen_name': 'LuisEdu620829', 'name': 'Luis Eduardo 🐝', 'id': 1399914055, 'id_str': '1399914055', 'indices': [71, 85]}]",[],2.0
2512,@ContraGodarria @Marianiniecheve @LeilaChujfi @merv59 @byronaedo @LuisEdu620829,2018-10-26 02:19:32,1,1,0.0,"[{'screen_name': 'ContraGodarria', 'name': 'Javier Ruiz Agudelo 🐝🥑⛰️', 'id': 348218292, 'id_str': '348218292', 'indices': [0, 15]}, {'screen_name': 'Marianiniecheve', 'name': 'María Niny Echeverry 🐝', 'id': 148996782, 'id_str': '148996782', 'indices': [16, 32]}, {'screen_name': 'LeilaChujfi', 'name': '🐝🐝🐝Leila C. Chujfi🐝🐝🐝🐝', 'id': 64416238, 'id_str': '64416238', 'indices': [33, 45]}, {'screen_name': 'merv59', 'name': 'Martha Elena Rangel', 'id': 2881162246, 'id_str': '2881162246', 'indices': [46, 53]}, {'screen_name': 'byronaedo', 'name': 'byron marulanda', 'id': 1202671862, 'id_str': '1202671862', 'indices': [54, 64]}, {'screen_name': 'LuisEdu620829', 'name': 'Luis Eduardo 🐝', 'id': 1399914055, 'id_str': '1399914055', 'indices': [65, 79]}]",[],2.0
2513,"@JNeiraN @LeilaChujfi ¿Ahora se creyó cantante? Puro autotune como los Reggaetoñeros, este desafina hasta respirand… https://t.co/iTIcSO1CHD",2018-10-26 02:19:25,1,1,0.0,"[{'screen_name': 'JNeiraN', 'name': 'JAIME NEIRA NEIRA', 'id': 75925291, 'id_str': '75925291', 'indices': [0, 8]}, {'screen_name': 'LeilaChujfi', 'name': '🐝🐝🐝Leila C. Chujfi🐝🐝🐝🐝', 'id': 64416238, 'id_str': '64416238', 'indices': [9, 21]}]","[{'url': 'https://t.co/iTIcSO1CHD', 'expanded_url': 'https://twitter.com/i/web/status/1055645043577495553', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",2.0
2514,xd,2018-10-26 09:15:28,0,0,0.0,[],[],9.0
2515,Puto Orochimaru como me a gustado siempre,2018-10-25 22:53:40,0,0,0.0,[],[],22.0
2516,Skrillex @ engorile,2018-10-25 15:03:36,0,0,0.0,[],[],15.0
2517,Me gustaria que cuando cago y hay gente alrededor pudiese quitarle voz a mi culo como a la tele o al movil,2018-10-25 10:00:19,0,0,0.0,[],[],10.0
2518,No esta bien enfocada ni una foto soy la repera,2018-10-25 00:36:24,1,0,0.0,[],[],0.0
2519,Mis bebas https://t.co/xqXHoUkS2X,2018-10-25 00:32:06,9,0,0.0,[],[],0.0
2520,https://t.co/IpsoxZYntH,2018-10-24 23:02:49,3,0,0.0,[],[],23.0
2521,Acabo mal,2018-10-24 03:24:57,0,0,0.0,[],[],3.0
2522,Nove como ma endiñao ese,2018-10-24 02:54:23,0,0,0.0,[],[],2.0
2523,Experto en ser subnormal,2018-10-24 01:41:19,0,0,0.0,[],[],1.0
2524,Hoy estoy triste ma',2018-10-23 21:16:32,1,0,0.0,[],[],21.0
2525,Kinder malo ya terminaba las frases con cowboy en terremoto turquesa Dellafuente no te me caigas cabron que te tengo muy alto,2018-10-23 20:51:54,0,0,0.0,[],[],20.0
2526,El dinero llama al dinero,2018-10-23 19:23:27,1,0,0.0,[],[],19.0
2527,@Sofiiaa_DC matame,2018-10-23 19:13:17,0,0,0.0,"[{'screen_name': 'Sofiiaa_DC', 'name': '🍊Suri la Mandarina🍊', 'id': 840505344, 'id_str': '840505344', 'indices': [0, 11]}]",[],19.0
2528,Estoy destinao a ser un mierda meh,2018-10-23 18:48:35,1,0,0.0,[],[],18.0
2529,@TheLastMiau de la marina se sale,2018-10-23 18:32:58,1,0,0.0,"[{'screen_name': 'TheLastMiau', 'name': 'Marina🌈', 'id': 740873241670103041, 'id_str': '740873241670103041', 'indices': [0, 12]}]",[],18.0
2530,"2 vez que me das error, que te jodan",2018-10-23 18:21:01,1,0,0.0,[],[],18.0
2531,Gracias pagina de mierda por darme error al final de todo el formulario y hacerme enviar otra vez el cv a tu empresa de mierda,2018-10-23 18:11:35,3,0,0.0,[],[],18.0
2532,@melasuda___ Dandome muerte,2018-10-23 17:34:28,1,0,0.0,"[{'screen_name': 'melasuda___', 'name': 'mel', 'id': 752571938271289344, 'id_str': '752571938271289344', 'indices': [0, 12]}]",[],17.0
2533,eh https://t.co/M4qiYPEBnz,2018-10-23 17:32:34,4,0,0.0,[],[],17.0
2534,Alguien me mata?,2018-10-23 17:18:04,1,0,0.0,[],[],17.0
2535,Hinata es tan waifu,2018-10-23 15:20:08,0,0,0.0,[],[],15.0
2536,https://t.co/ie85TcTnUn,2018-10-23 13:10:59,1,1,0.0,[],[],13.0
2537,"Pienso que como no soy feliz, intento hacer feliz a las personas que quiero, y pensar que pueda causar lo contrario me hace estar peor aun",2018-10-23 00:38:22,3,2,0.0,[],[],0.0
2538,Soy imbecil,2018-10-22 23:55:12,0,0,0.0,[],[],23.0
2539,Me duele la cabeza,2018-10-22 22:03:47,1,0,0.0,[],[],22.0
2540,Estoy horno,2018-10-22 01:16:32,1,0,0.0,[],[],1.0
2541,JAHJAhaHSHSAHHSAJAJA,2018-10-22 00:38:53,0,1,0.0,[],[],0.0
2542,@Gastako @LUCYBAMBAN el zampabollos no lo iva a mover pero jorje se lo a puesto en bandeja,2018-10-25 23:53:28,10,1,0.0,"[{'screen_name': 'Gastako', 'name': '- Sr. GASTAKO de Saavedra ♥', 'id': 1374212048, 'id_str': '1374212048', 'indices': [0, 8]}, {'screen_name': 'LUCYBAMBAN', 'name': 'LUCY 🇪🇸', 'id': 2501874266, 'id_str': '2501874266', 'indices': [9, 20]}]",[],23.0
2543,@Vaquerizoo_ sin ella yo no lo veria,2018-10-25 23:50:10,0,0,0.0,"[{'screen_name': 'Vaquerizoo_', 'name': 'Mario Saavedrista 🌪🐨', 'id': 2806363601, 'id_str': '2806363601', 'indices': [0, 12]}]",[],23.0
2544,@ghoficial esto no es justo jorje no tenia que haberle dao el nombre de los nominaos esta el pescao vendio,2018-10-25 23:47:36,1,0,0.0,"[{'screen_name': 'ghoficial', 'name': 'Gran Hermano', 'id': 93444194, 'id_str': '93444194', 'indices': [0, 10]}]",[],23.0
2545,‘Viajes dibujados’: una apuesta de Altaïr por renovar el periodismo https://t.co/TVTdMGh9Z7 #curiosidad,2018-10-26 10:10:29,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/TVTdMGh9Z7', 'expanded_url': 'https://ift.tt/2ONEmRK', 'display_url': 'ift.tt/2ONEmRK', 'indices': [68, 91]}]",10.0
2546,El viñetismo mutante de LeRaúl https://t.co/EV65yAzBj7 #curiosidad,2018-10-26 04:15:30,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/EV65yAzBj7', 'expanded_url': 'https://ift.tt/2qekWHb', 'display_url': 'ift.tt/2qekWHb', 'indices': [31, 54]}]",4.0
2547,The Joking Computer: ordenadores que hacen chistes https://t.co/B7w6H0dCpt #curiosidad,2018-10-26 03:55:18,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/B7w6H0dCpt', 'expanded_url': 'https://ift.tt/2RikRha', 'display_url': 'ift.tt/2RikRha', 'indices': [51, 74]}]",3.0
2548,‘Respect’: la canción que Aretha Franklin ‘robó’ a Otis Redding https://t.co/82FPheaYrE #curiosidad,2018-10-26 00:30:15,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/82FPheaYrE', 'expanded_url': 'https://ift.tt/2z5Vkjw', 'display_url': 'ift.tt/2z5Vkjw', 'indices': [64, 87]}]",0.0
2549,¿Por qué seguimos a los que seguimos en redes sociales? https://t.co/4H1RO1Qyf1 #curiosidad,2018-10-25 08:05:18,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/4H1RO1Qyf1', 'expanded_url': 'https://ift.tt/2qbx23F', 'display_url': 'ift.tt/2qbx23F', 'indices': [56, 79]}]",8.0
2550,‘Pet influecers’: cuando el miau es el mensaje https://t.co/DVzdnnZyih #curiosidad,2018-10-25 08:05:17,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/DVzdnnZyih', 'expanded_url': 'https://ift.tt/2CCDqsm', 'display_url': 'ift.tt/2CCDqsm', 'indices': [47, 70]}]",8.0
2551,Luis Miguel Ariza: «Mucho cine de ciencia ficción se opone a que la ciencia ocupe el lugar de la religión»… https://t.co/B07tWBGfS6,2018-10-25 07:55:32,0,0,0.0,[],"[{'url': 'https://t.co/B07tWBGfS6', 'expanded_url': 'https://twitter.com/i/web/status/1055367238885236736', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]",7.0
2552,"Un nuevo cambio de hora, ¿será el penúltimo de la historia? https://t.co/ssXAKleicq #interesante",2018-10-25 07:43:24,0,0,"["" 'interesante'""]",[],"[{'url': 'https://t.co/ssXAKleicq', 'expanded_url': 'https://ift.tt/2yyj3tr', 'display_url': 'ift.tt/2yyj3tr', 'indices': [60, 83]}]",7.0
2553,Leemos como ligamos: lo que Tinder tiene que ver con la forma en la que te informas https://t.co/p1XA8ETkBf #curiosidad,2018-10-25 04:45:23,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/p1XA8ETkBf', 'expanded_url': 'https://ift.tt/2q6i3Iq', 'display_url': 'ift.tt/2q6i3Iq', 'indices': [84, 107]}]",4.0
2554,Clases de robótica y guardianes de las wikis: las bibliotecas se vuelven cada vez más ‘techies’ https://t.co/2q7Jv01Qzc #interesante,2018-10-24 08:24:18,0,0,"["" 'interesante'""]",[],"[{'url': 'https://t.co/2q7Jv01Qzc', 'expanded_url': 'https://ift.tt/2OLAv7J', 'display_url': 'ift.tt/2OLAv7J', 'indices': [96, 119]}]",8.0
2555,Los arrepentidos inventores de las cosas que más odias de internet https://t.co/1gzHFUFAlD #curiosidad,2018-10-24 07:32:09,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/1gzHFUFAlD', 'expanded_url': 'https://ift.tt/2ETCOkX', 'display_url': 'ift.tt/2ETCOkX', 'indices': [67, 90]}]",7.0
2556,Los eslóganes que cambiaron la historia https://t.co/JWgcMtVPwk #curiosidad,2018-10-24 07:32:09,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/JWgcMtVPwk', 'expanded_url': 'https://ift.tt/2PnKS10', 'display_url': 'ift.tt/2PnKS10', 'indices': [40, 63]}]",7.0
2557,Tuenti Urban Art Academy: el arte urbano invade las universidades https://t.co/GTKQxMbGa6 #curiosidad,2018-10-24 07:22:18,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/GTKQxMbGa6', 'expanded_url': 'https://ift.tt/2yQB7yg', 'display_url': 'ift.tt/2yQB7yg', 'indices': [66, 89]}]",7.0
2558,Coincidencias creativas: qué hacer cuando descubres que otros tienen ideas parecidas https://t.co/mCtiWAjWGq #curiosidad,2018-10-24 00:22:10,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/mCtiWAjWGq', 'expanded_url': 'https://ift.tt/2Amn99m', 'display_url': 'ift.tt/2Amn99m', 'indices': [85, 108]}]",0.0
2559,"Por qué vas a engancharte a ‘Bodyguard’, la serie que tras triunfar en Reino Unido ahora llega a Netflix… https://t.co/pLaxh1AttE",2018-10-23 11:39:27,0,0,0.0,[],"[{'url': 'https://t.co/pLaxh1AttE', 'expanded_url': 'https://twitter.com/i/web/status/1054698815310192640', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]",11.0
2560,¿Hacia dónde va la creatividad? El festival ADCE responderá a esta pregunta https://t.co/xvyHYomlBR #curiosidad,2018-10-23 07:57:23,1,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/xvyHYomlBR', 'expanded_url': 'https://ift.tt/2PJYHnn', 'display_url': 'ift.tt/2PJYHnn', 'indices': [76, 99]}]",7.0
2561,Un estudio de la Universidad de Maastricht demuestra que beber ayuda a hablar otros idiomas https://t.co/eVIwO6MPHf #curiosidad,2018-10-23 07:37:13,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/eVIwO6MPHf', 'expanded_url': 'https://ift.tt/2NYRZZ5', 'display_url': 'ift.tt/2NYRZZ5', 'indices': [92, 115]}]",7.0
2562,¿Madalena o magdalena? Grupos consonánticos que nos vuelven locos https://t.co/AwBy224IAX #curiosidad,2018-10-23 07:32:20,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/AwBy224IAX', 'expanded_url': 'https://ift.tt/2PUDiby', 'display_url': 'ift.tt/2PUDiby', 'indices': [66, 89]}]",7.0
2563,El insoportable lastre de los pesimistas en el trabajo https://t.co/68Ukqpt8L2 #curiosidad,2018-10-23 05:07:06,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/68Ukqpt8L2', 'expanded_url': 'https://ift.tt/2R7XJSf', 'display_url': 'ift.tt/2R7XJSf', 'indices': [55, 78]}]",5.0
2564,Las coincidencias creativas https://t.co/mCtiWAjWGq #curiosidad,2018-10-22 14:52:27,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/mCtiWAjWGq', 'expanded_url': 'https://ift.tt/2Amn99m', 'display_url': 'ift.tt/2Amn99m', 'indices': [28, 51]}]",14.0
2565,Adivina a qué se dedicaban tus ídolos antes de convertirse en ‘celebrities’ https://t.co/SyIsGxMHVs #interesante,2018-10-22 08:54:10,0,0,"["" 'interesante'""]",[],"[{'url': 'https://t.co/SyIsGxMHVs', 'expanded_url': 'https://ift.tt/2CyKaYg', 'display_url': 'ift.tt/2CyKaYg', 'indices': [76, 99]}]",8.0
2566,La «tragicomedia animal» de Dulk para acercar el arte urbano a los universitarios https://t.co/GTKQxMbGa6 #curiosidad,2018-10-22 07:37:31,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/GTKQxMbGa6', 'expanded_url': 'https://ift.tt/2yQB7yg', 'display_url': 'ift.tt/2yQB7yg', 'indices': [82, 105]}]",7.0
2567,¿Estar de mal humor puede hacerte más productivo? https://t.co/Y0AUimCHO8 #curiosidad,2018-10-22 06:47:15,1,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/Y0AUimCHO8', 'expanded_url': 'https://ift.tt/2Cwj9Ew', 'display_url': 'ift.tt/2Cwj9Ew', 'indices': [50, 73]}]",6.0
2568,Los genitales también necesitan ir al ‘gym’ para mejorar el rendimiento sexual https://t.co/IOf65tb9hO #curiosidad,2018-10-22 02:52:18,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/IOf65tb9hO', 'expanded_url': 'https://ift.tt/2q3N0Nf', 'display_url': 'ift.tt/2q3N0Nf', 'indices': [79, 102]}]",2.0
2569,Náufragos en el cosmos: la obsesión de Señor Salme con la soledad del astronauta https://t.co/LhjAcKz6Yw #curiosidad,2018-10-21 23:37:09,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/LhjAcKz6Yw', 'expanded_url': 'https://ift.tt/2OBb3Sk', 'display_url': 'ift.tt/2OBb3Sk', 'indices': [81, 104]}]",23.0
2570,Diez años de Android: así ha cambiado  para bien  el sistema operativo más popular del mundo https://t.co/TL3UNnrewW #interesante,2018-10-19 08:41:11,0,0,"["" 'interesante'""]",[],"[{'url': 'https://t.co/TL3UNnrewW', 'expanded_url': 'https://ift.tt/2R14WUe', 'display_url': 'ift.tt/2R14WUe', 'indices': [93, 116]}]",8.0
2571,Nunca respetes las tradiciones por el hecho de ser tradiciones https://t.co/zyc0rkHrFT #curiosidad,2018-10-19 07:41:15,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/zyc0rkHrFT', 'expanded_url': 'https://ift.tt/2EuzQmB', 'display_url': 'ift.tt/2EuzQmB', 'indices': [63, 86]}]",7.0
2572,Fotografía de partos: el arte de mostrar la belleza del nacimiento https://t.co/DYeKXV8LEE #curiosidad,2018-10-19 07:41:14,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/DYeKXV8LEE', 'expanded_url': 'https://ift.tt/2RZZ4vN', 'display_url': 'ift.tt/2RZZ4vN', 'indices': [67, 90]}]",7.0
2573,La numerografía «barroco-kitsch-decimonónica» de Miquel Vila https://t.co/qRrMQSOdxI #curiosidad,2018-10-19 07:41:13,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/qRrMQSOdxI', 'expanded_url': 'https://ift.tt/2EuzMmR', 'display_url': 'ift.tt/2EuzMmR', 'indices': [61, 84]}]",7.0
2574,"Rokudenashiko, la artista detenida por hacer «arte coño» https://t.co/FRNbfnFFJ2 #curiosidad",2018-10-19 04:01:26,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/FRNbfnFFJ2', 'expanded_url': 'https://ift.tt/2QYyv8K', 'display_url': 'ift.tt/2QYyv8K', 'indices': [57, 80]}]",4.0
2575,Estrellas del terror: diez actores y actrices que dan miedo con solo ver su rostro https://t.co/ev8PsqCNRU #interesante,2018-10-18 08:14:19,0,0,"["" 'interesante'""]",[],"[{'url': 'https://t.co/ev8PsqCNRU', 'expanded_url': 'https://ift.tt/2P4QUUh', 'display_url': 'ift.tt/2P4QUUh', 'indices': [83, 106]}]",8.0
2576,El ‘wellness’ finlandés: meditación en ropa interior y una cerveza en la mano https://t.co/hzQIzR5Xmy #curiosidad,2018-10-18 07:55:26,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/hzQIzR5Xmy', 'expanded_url': 'https://ift.tt/2EqUu7e', 'display_url': 'ift.tt/2EqUu7e', 'indices': [78, 101]}]",7.0
2577,Los ‘smoothies’ que se van de festival https://t.co/wfdgNOcS8N #curiosidad,2018-10-18 04:55:10,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/wfdgNOcS8N', 'expanded_url': 'https://ift.tt/2CoxJ0N', 'display_url': 'ift.tt/2CoxJ0N', 'indices': [39, 62]}]",4.0
2578,Aggretsuko  Netflix : cómo sobrevivir a la oficina y el arte del Kishōtenketsu https://t.co/sqa6CCjgvj #curiosidad,2018-10-18 04:15:28,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/sqa6CCjgvj', 'expanded_url': 'https://ift.tt/2CPWZy1', 'display_url': 'ift.tt/2CPWZy1', 'indices': [79, 102]}]",4.0
2579,Eugenio Noel: el antiflamenquista más chulo del mundo https://t.co/a8753YAJSC #curiosidad,2018-10-18 01:15:45,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/a8753YAJSC', 'expanded_url': 'https://ift.tt/2pYSGbx', 'display_url': 'ift.tt/2pYSGbx', 'indices': [54, 77]}]",1.0
2580,‘El enigma Quijote’: ha llegado el momento de perderle el respeto a la novela de Cervantes https://t.co/blfFaXPro3 #curiosidad,2018-10-17 23:30:38,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/blfFaXPro3', 'expanded_url': 'https://ift.tt/2QYoQiJ', 'display_url': 'ift.tt/2QYoQiJ', 'indices': [91, 114]}]",23.0
2581,Los versos sueltos del Washington Post https://t.co/5zTQ6Q2xbn #curiosidad,2018-10-17 11:10:15,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/5zTQ6Q2xbn', 'expanded_url': 'https://ift.tt/2NJKpBy', 'display_url': 'ift.tt/2NJKpBy', 'indices': [39, 62]}]",11.0
2582,#StopPobreza: pequeños proyectos increíbles que están cambiando el mundo https://t.co/P61JlKY6Kz #interesante,2018-10-17 09:04:20,0,0,"["" 'StopPobreza'""]",[],"[{'url': 'https://t.co/P61JlKY6Kz', 'expanded_url': 'https://ift.tt/2NKjzta', 'display_url': 'ift.tt/2NKjzta', 'indices': [73, 96]}]",9.0
2583,‘Vegasexual’: a dieta sexual con los que comen carne y pescado https://t.co/gGtxJ4GuTQ #curiosidad,2018-10-17 09:00:41,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/gGtxJ4GuTQ', 'expanded_url': 'https://ift.tt/2PCYUJj', 'display_url': 'ift.tt/2PCYUJj', 'indices': [63, 86]}]",9.0
2584,Cada vez tocamos menos  y no me refiero a la música  https://t.co/IiSiJXm7ZM #curiosidad,2018-10-17 08:30:44,0,0,"["" 'curiosidad'""]",[],"[{'url': 'https://t.co/IiSiJXm7ZM', 'expanded_url': 'https://ift.tt/2Esag1y', 'display_url': 'ift.tt/2Esag1y', 'indices': [53, 76]}]",8.0
2585,"@kuxuslb @PSOE Yo espero que los mios voten NO,si no hay libertad no hay presupuestos.",2018-10-25 17:14:46,0,0,0.0,"[{'screen_name': 'kuxuslb', 'name': 'Kusku Rusku 🏴\u200d☠️\U0001f91f🎸', 'id': 381398143, 'id_str': '381398143', 'indices': [0, 8]}, {'screen_name': 'PSOE', 'name': 'PSOE', 'id': 50982086, 'id_str': '50982086', 'indices': [9, 14]}]",[],17.0
2586,"@kuxuslb @PSOE No hace falta que no ceda, solo no aprobando presupuestos cae.",2018-10-25 15:06:02,0,0,0.0,"[{'screen_name': 'kuxuslb', 'name': 'Kusku Rusku 🏴\u200d☠️\U0001f91f🎸', 'id': 381398143, 'id_str': '381398143', 'indices': [0, 8]}, {'screen_name': 'PSOE', 'name': 'PSOE', 'id': 50982086, 'id_str': '50982086', 'indices': [9, 14]}]",[],15.0
2587,"@kuxuslb @PSOE Son los mismo que le dan un 5% a VOX, creo que es un buen momento para ir a elecciones. Sobre todo p… https://t.co/iVc3R5rId4",2018-10-25 11:01:08,0,0,0.0,"[{'screen_name': 'kuxuslb', 'name': 'Kusku Rusku 🏴\u200d☠️\U0001f91f🎸', 'id': 381398143, 'id_str': '381398143', 'indices': [0, 8]}, {'screen_name': 'PSOE', 'name': 'PSOE', 'id': 50982086, 'id_str': '50982086', 'indices': [9, 14]}]","[{'url': 'https://t.co/iVc3R5rId4', 'expanded_url': 'https://twitter.com/i/web/status/1055413948126765056', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",11.0
2588,@kuxuslb Solo han tardado demasiado! Ahora solo falta que los metan pa' dentro,2018-10-25 07:53:30,0,0,0.0,"[{'screen_name': 'kuxuslb', 'name': 'Kusku Rusku 🏴\u200d☠️\U0001f91f🎸', 'id': 381398143, 'id_str': '381398143', 'indices': [0, 8]}]",[],7.0
2589,@elnacionalcat 🔝🔝🔝🔝🔝,2018-10-24 19:17:23,2,0,0.0,"[{'screen_name': 'elnacionalcat', 'name': 'ElNacional .cat', 'id': 3374563353, 'id_str': '3374563353', 'indices': [0, 14]}]",[],19.0
2590,@TuixentLaVansa @PereVivasElias2 😂😂😂😂😂 es un màquina aquesta/aquest CM!!!,2018-10-24 19:16:17,1,0,0.0,"[{'screen_name': 'TuixentLaVansa', 'name': '🎗Tuixent - La Vansa', 'id': 882937022, 'id_str': '882937022', 'indices': [0, 15]}, {'screen_name': 'PereVivasElias2', 'name': 'Pere Vivas', 'id': 920745174589898757, 'id_str': '920745174589898757', 'indices': [16, 32]}]",[],19.0
2591,@diariARA @Lroldansu Podrías ir a comprovarlo tu misma!,2018-10-24 19:14:18,1,0,0.0,"[{'screen_name': 'diariARA', 'name': 'Diari ARA', 'id': 169538164, 'id_str': '169538164', 'indices': [0, 9]}, {'screen_name': 'Lroldansu', 'name': 'Lorena Roldán', 'id': 3127325711, 'id_str': '3127325711', 'indices': [10, 20]}]",[],19.0
2592,@Jordi95669804 @jordiborras Quina puta vergonya....,2018-10-24 14:08:34,1,0,0.0,"[{'screen_name': 'Jordi95669804', 'name': 'Jordi 🎗', 'id': 4869072593, 'id_str': '4869072593', 'indices': [0, 14]}, {'screen_name': 'jordiborras', 'name': 'Jordi Borràs', 'id': 13553912, 'id_str': '13553912', 'indices': [15, 27]}]",[],14.0
2593,Hago lo que siento sin pensarlo,2018-10-25 15:56:40,8,3,0.0,[],[],15.0
